D_Contestadas,% Completado,Edad,Genero,Estado,Estudios,¿En nombre de quién está contestando?,Edad Paciente,Genero Paciente,A Nombre de,Responsable,Socioeconomico,Atencion,D_collector_id,respondent_id
41,0.891304348,45 a 54 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946363785
50,1,18 a 24 años,Masculino,Estado de México,Maestría,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",13 a 17 años,Masculino,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",FALSE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946352861
49,1,45 a 54 años,Masculino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118946332632
44,0.956521739,65 años en adelante,Femenino,Chihuahua,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946336676
40,0.869565217,55 a 64 años,Femenino,Ciudad de México,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946304334
32,0.695652174,65 años en adelante,Masculino,Campeche,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946289627
45,0.97826087,25 a 34 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118946276872
44,0.956521739,65 años en adelante,Femenino,Nayarit,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118946201736
41,0.891304348,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946193778
44,0.956521739,55 a 64 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118946189347
45,0.97826087,55 a 64 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946177489
41,0.891304348,65 años en adelante,Femenino,Ciudad de México,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946169572
42,0.913043478,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946170288
48,1,45 a 54 años,Femenino,Ciudad de México,Secundaria completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946159333
47,1,55 a 64 años,Masculino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946155032
48,1,45 a 54 años,Femenino,Chihuahua,Secundaria completa,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",13 a 17 años,Femenino,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",FALSE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118946140837
40,0.869565217,65 años en adelante,Femenino,Ciudad de México,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946136298
47,1,55 a 64 años,Femenino,Estado de México,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946139417
45,0.97826087,55 a 64 años,Femenino,Tamaulipas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946135061
41,0.891304348,45 a 54 años,Femenino,Morelos,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946132068
40,0.869565217,45 a 54 años,Femenino,Nuevo León,No estudió,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946132935
46,1,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946128370
47,1,25 a 34 años,Femenino,Durango,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946124160
35,0.760869565,45 a 54 años,Femenino,Morelos,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946113655
44,0.956521739,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118946107686
42,0.913043478,65 años en adelante,Masculino,San Luis Potosí,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118946107937
48,1,45 a 54 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946104556
40,0.869565217,55 a 64 años,Femenino,Ciudad de México,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946106837
40,0.869565217,55 a 64 años,Femenino,Sinaloa,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946090429
47,1,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946086905
43,0.934782609,45 a 54 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118946087847
48,1,55 a 64 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118946075290
45,0.97826087,45 a 54 años,Femenino,Estado de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946048705
40,0.869565217,65 años en adelante,Masculino,Hidalgo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118946053544
42,0.913043478,65 años en adelante,Femenino,Ciudad de México,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946035984
35,0.760869565,55 a 64 años,Femenino,Puebla,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946046588
46,1,65 años en adelante,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118946037895
47,1,55 a 64 años,Femenino,Ciudad de México,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118946035395
40,0.869565217,35 a 44 años,Femenino,San Luis Potosí,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946007778
47,1,65 años en adelante,Masculino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118945987811
45,0.97826087,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118946002339
44,0.956521739,25 a 34 años,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118945987215
42,0.913043478,35 a 44 años,Masculino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118945959970
46,1,45 a 54 años,Masculino,Baja California Sur,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118945925190
35,0.760869565,45 a 54 años,Femenino,Jalisco,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118945872472
44,0.956521739,65 años en adelante,Masculino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118945848796
42,0.913043478,65 años en adelante,Masculino,Michoacán de Ocampo,No estudió,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Masculino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118945762962
47,1,55 a 64 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118945760004
48,1,45 a 54 años,Femenino,Estado de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118945727391
44,0.956521739,35 a 44 años,Femenino,Jalisco,Primaria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118945704611
40,0.869565217,55 a 64 años,Femenino,Oaxaca,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D+,Ambos tipos de instituciones (públicas y privadas),461757777,118945679778
45,0.97826087,35 a 44 años,Femenino,Querétaro,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118945680953
47,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118945682545
41,0.891304348,55 a 64 años,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118945676409
40,0.869565217,55 a 64 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118945615666
46,1,55 a 64 años,Femenino,Yucatán,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118945612950
46,1,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118945585094
49,1,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118945573641
47,1,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",55 a 64 años,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118945557870
37,0.804347826,55 a 64 años,Masculino,Tamaulipas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118945546808
32,0.695652174,65 años en adelante,Femenino,Nuevo León,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118945539874
42,0.913043478,45 a 54 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118945525283
49,1,55 a 64 años,Femenino,Ciudad de México,Secundaria completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118945510078
47,1,45 a 54 años,Femenino,Morelos,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118945506571
45,0.97826087,45 a 54 años,Femenino,Estado de México,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118945494253
44,0.956521739,65 años en adelante,Femenino,Hidalgo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118945490748
